stage,base_model_type,base_params,base_p1_sample_weight,base_p2_sample_weight,base_p4_sample_weight,p1p2_model_type,p1p2_params,boundary_p1_sample_weight,boundary_p2_sample_weight,validation_objective,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_macro_recall,validation_min_recall,validation_off_by_one_accuracy,validation_mae,validation_p1_recall,validation_p2_recall,validation_p3_recall,validation_p4_recall,validation_p5_recall,natural_accuracy,natural_macro_f1,natural_weighted_f1,natural_macro_recall,natural_min_recall,natural_off_by_one_accuracy,natural_mae,natural_p1_recall,natural_p2_recall,natural_p3_recall,natural_p4_recall,natural_p5_recall
cost_sensitive_p1p2_boundary,sgd_log,alpha=0.03,1.0,1.15,1.4,sgd_log,alpha=0.1,1.0,1.0,1.60243817737623,0.6912,0.6910636289603831,0.6910636289603832,0.6912,0.616,0.8984,0.4536,0.616,0.624,0.836,0.66,0.72,0.7276381909547739,0.7276942577876298,0.7278192142929955,0.7274994162732856,0.6582914572864321,0.9045226130653267,0.4020100502512563,0.6582914572864321,0.6919191919191919,0.83,0.7185929648241206,0.7386934673366834
cost_sensitive_p1p2_boundary,sgd_log,alpha=0.05,1.0,1.0,1.0,sgd_log,alpha=0.05,1.0,1.0,1.6023368505160194,0.6928,0.6910947508600318,0.6910947508600317,0.6928000000000001,0.616,0.8992,0.4504,0.628,0.62,0.896,0.616,0.704,0.7256281407035176,0.7249005529908251,0.7250604735220143,0.7254187604690118,0.6532663316582915,0.8994974874371859,0.41105527638190953,0.6532663316582915,0.6666666666666666,0.875,0.6984924623115578,0.7336683417085427
cost_sensitive_p1p2_boundary,sgd_log,alpha=0.03,1.0,1.15,1.2,sgd_log,alpha=0.05,1.0,1.0,1.6011691721095695,0.6896,0.6891486201826152,0.6891486201826152,0.6896000000000001,0.62,0.8976,0.456,0.628,0.62,0.848,0.632,0.72,0.7195979899497488,0.7195616851813749,0.7197059889810649,0.719438911730369,0.6532663316582915,0.9015075376884422,0.4150753768844221,0.6532663316582915,0.6717171717171717,0.83,0.7035175879396985,0.7386934673366834
cost_sensitive_p1p2_boundary,sgd_log,alpha=0.03,1.0,1.15,1.2,sgd_log,alpha=0.03,1.0,1.0,1.5995338098128618,0.6888,0.6883563496881028,0.6883563496881028,0.6888,0.62,0.8976,0.4568,0.624,0.62,0.848,0.632,0.72,0.7135678391959799,0.7133130470116624,0.7134689343147134,0.7133935333231815,0.6381909547738693,0.9015075376884422,0.42311557788944726,0.6381909547738693,0.6565656565656566,0.83,0.7035175879396985,0.7386934673366834
cost_sensitive_p1p2_boundary,sgd_log,alpha=0.1,1.0,1.15,1.2,sgd_log,alpha=0.1,1.0,1.0,1.598991820618464,0.6888,0.687919701030773,0.6879197010307732,0.6888,0.62,0.8984,0.4584,0.62,0.624,0.872,0.636,0.692,0.7256281407035176,0.7254167974169874,0.725548064173715,0.7254541393837876,0.6532663316582915,0.9015075376884422,0.40703517587939697,0.6532663316582915,0.6868686868686869,0.86,0.7035175879396985,0.7236180904522613
cost_sensitive_p1p2_boundary,sgd_log,alpha=0.03,1.0,1.0,1.4,sgd_log,alpha=0.1,1.0,1.0,1.598326793410705,0.6928,0.692077989017842,0.6920779890178419,0.6928000000000001,0.612,0.9016,0.448,0.616,0.612,0.856,0.66,0.72,0.7276381909547739,0.7272304130523445,0.7273463583389729,0.7274741383686107,0.6582914572864321,0.907537688442211,0.39899497487437185,0.6582914572864321,0.6767676767676768,0.84,0.7185929648241206,0.7437185929648241
cost_sensitive_p1p2_boundary,sgd_log,alpha=0.05,1.0,1.15,1.2,sgd_log,alpha=0.1,1.0,1.0,1.5967851348334114,0.6904,0.6897752247223521,0.6897752247223521,0.6904,0.616,0.896,0.4584,0.62,0.64,0.86,0.616,0.716,0.7256281407035176,0.7259150879835677,0.726047192914966,0.7254944926653468,0.6582914572864321,0.8994974874371859,0.40904522613065325,0.6582914572864321,0.702020202020202,0.835,0.6884422110552764,0.7437185929648241
cost_sensitive_p1p2_boundary,sgd_log,alpha=0.05,1.0,1.0,1.0,sgd_log,alpha=0.03,1.0,1.0,1.5962523307201448,0.6912,0.6894872178669085,0.6894872178669086,0.6912,0.616,0.8992,0.452,0.624,0.616,0.896,0.616,0.704,0.7195979899497488,0.7186554750725677,0.718827023883867,0.7193733820618242,0.6381909547738693,0.8994974874371859,0.4190954773869347,0.6381909547738693,0.6515151515151515,0.875,0.6984924623115578,0.7336683417085427
cost_sensitive_p1p2_boundary,sgd_log,alpha=0.05,1.0,1.15,1.2,sgd_log,alpha=0.05,1.0,1.0,1.5920332600640532,0.688,0.6873887667734222,0.6873887667734223,0.6880000000000001,0.616,0.896,0.46,0.624,0.624,0.86,0.616,0.716,0.7206030150753768,0.7207465955236675,0.7208916314102078,0.7204490634993148,0.6532663316582915,0.8994974874371859,0.4150753768844221,0.6532663316582915,0.6818181818181818,0.835,0.6884422110552764,0.7437185929648241
cost_sensitive_p1p2_boundary,sgd_log,alpha=0.03,1.0,1.0,1.2,sgd_log,alpha=0.05,1.0,1.0,1.5912028958128064,0.692,0.6911381596880106,0.6911381596880106,0.692,0.608,0.9008,0.4496,0.628,0.608,0.856,0.644,0.724,0.721608040201005,0.7213176857944178,0.721459894153005,0.7214388609715243,0.6532663316582915,0.9045226130653267,0.40904522613065325,0.6532663316582915,0.6666666666666666,0.835,0.7135678391959799,0.7386934673366834
