model,accuracy,macro_f1,off_by_one_accuracy,mae,p1_recall,p2_recall,p3_recall,p4_recall,p5_recall,macro_recall,min_recall
p2_keywords_sgd,0.7246231155778895,0.7240249029947492,0.8994974874371859,0.4090452261306532,0.6482412060301508,0.6818181818181818,0.875,0.6834170854271356,0.7336683417085427,0.7244289629968022,0.6482412060301508
recall_balanced_cost_sensitive,0.7266331658291457,0.726492082711442,0.9045226130653268,0.4040201005025126,0.6582914572864321,0.6868686868686869,0.835,0.7135678391959799,0.7386934673366834,0.7264842901375564,0.6582914572864321
